CAD #,CAD Name,ISD #,ISD Name,Market Value,Taxable Value for M&O Purposes,Taxable Value for I&S Purposes,Effective Tax Rate,Rollback Tax Rate,M&O Tax Rate,I&S Tax Rate,Total Tax Rate,Tax Levy (calculated) 
89,Gonzales,089-905,Waelder Independent School District,621745270.00000,192925092.00000,192925092.00000,1.18620,1.15710,1.04000,0.09500,1.13500,2189700.00000
90,Gray,090-902,Lefors Independent School District,274545330.00000,192556163.00000,192556163.00000,1.30310,1.30406,1.04000,0.26300,1.30300,2509007.00000
44,Collingsworth,090-903,McLean Independent School District,9813530.00000,720860.00000,720860.00000,1.20464,1.20066,1.04000,0.16000,1.20000,8650.00000
65,Donley,090-903,McLean Independent School District,41536131.00000,4280372.00000,4280372.00000,1.20464,1.20066,1.04000,0.16000,1.20000,51364.00000
90,Gray,090-903,McLean Independent School District,269178660.00000,132839047.00000,132839047.00000,1.20464,1.20066,1.04000,0.16000,1.20000,1594069.00000
242,Wheeler,090-903,McLean Independent School District,23475470.00000,12151567.00000,12151567.00000,1.20464,1.20066,1.04000,0.16000,1.20000,145819.00000
90,Gray,090-904,Pampa Independent School District,1499697910.00000,1211682187.00000,1211682187.00000,1.19750,1.32303,1.04000,0.26910,1.30910,15862132.00000
197,Roberts,090-904,Pampa Independent School District,57323820.00000,44242282.00000,44242282.00000,1.19750,1.32303,1.04000,0.26910,1.30910,579176.00000
90,Gray,090-905,Grandview-Hopkins Independent School District,230314190.00000,148532656.00000,148532656.00000,1.05428,1.09429,0.97000,0.07600,1.04600,1553652.00000
91,Grayson,091-901,Bells Independent School District,296937894.00000,188275538.00000,188275538.00000,1.46617,1.48000,1.17000,0.31000,1.48000,2786478.00000
49,Cooke,091-902,Collinsville Independent School District,4826085.00000,1421015.00000,1421015.00000,1.39582,1.24430,1.17000,0.07430,1.24430,17682.00000
91,Grayson,091-902,Collinsville Independent School District,279186091.00000,137042802.00000,137042802.00000,1.39582,1.24430,1.17000,0.07430,1.24430,1705224.00000
91,Grayson,091-903,Denison Independent School District,1751373779.00000,1356972554.00000,1356972554.00000,1.50170,1.54170,1.17000,0.32920,1.49920,20343733.00000
91,Grayson,091-905,Howe Independent School District,443023484.00000,212079483.00000,212079483.00000,1.59539,1.49060,1.17000,0.28500,1.45500,3085756.00000
91,Grayson,091-906,Sherman Independent School District,3130274032.00000,2623248261.00000,2623248261.00000,1.42000,1.45000,1.04000,0.40000,1.44000,37774775.00000
91,Grayson,091-907,Tioga Independent School District,151246662.00000,74810839.00000,74810839.00000,1.51700,1.53220,1.04000,0.49000,1.53000,1144606.00000
43,Collin,091-908,Van Alstyne Independent School District,72101511.00000,33285963.00000,33285963.00000,1.59922,1.12000,1.12000,0.40000,1.52000,505947.00000
91,Grayson,091-908,Van Alstyne Independent School District,691547185.00000,464097998.00000,464097998.00000,1.59922,1.12000,1.12000,0.40000,1.52000,7054290.00000
49,Cooke,091-909,Whitesboro Independent School District,127736102.00000,53257096.00000,53257096.00000,1.39242,1.24316,1.17000,0.23000,1.40000,745599.00000
91,Grayson,091-909,Whitesboro Independent School District,877365907.00000,577506115.00000,577506115.00000,1.39242,1.24316,1.17000,0.23000,1.40000,8085086.00000
43,Collin,091-910,Whitewright Independent School District,8391659.00000,4162271.00000,4162271.00000,1.39600,1.37000,1.17000,0.20000,1.37000,57023.00000
74,Fannin,091-910,Whitewright Independent School District,54996088.00000,22148237.00000,22148237.00000,1.39600,1.37000,1.17000,0.20000,1.37000,303431.00000
91,Grayson,091-910,Whitewright Independent School District,244239228.00000,144207119.00000,144207119.00000,1.39600,1.37000,1.17000,0.20000,1.37000,1975638.00000
91,Grayson,091-913,Pottsboro Independent School District,997430073.00000,731321351.00000,731321351.00000,1.42000,1.45000,1.04000,0.15000,1.19000,8702724.00000
91,Grayson,091-914,Sadler-Southmayd Independent School District,642600768.00000,373066951.00000,373066951.00000,1.32869,1.04000,1.04000,0.26000,1.30000,4849870.00000
43,Collin,091-917,Gunter Independent School District,4295860.00000,473481.00000,473481.00000,1.78314,1.67000,1.17000,0.45000,1.62000,7670.00000
91,Grayson,091-917,Gunter Independent School District,452505339.00000,202517129.00000,202517129.00000,1.78314,1.67000,1.17000,0.45000,1.62000,3280777.00000
91,Grayson,091-918,Tom Bean Independent School District,292808528.00000,167405029.00000,167405029.00000,1.51500,1.29000,1.04000,0.25000,1.29000,2159525.00000
92,Gregg,092-901,Gladewater Independent School District,370869576.00000,303953105.00000,303953105.00000,1.11783,1.52725,1.17000,0.32000,1.49000,4528901.00000
212,Smith,092-901,Gladewater Independent School District,192744864.00000,93596267.00000,93596267.00000,1.11783,1.52725,1.17000,0.32000,1.49000,1394584.00000
230,Upshur,092-901,Gladewater Independent School District,187990302.00000,125175535.00000,125175535.00000,1.11783,1.52725,1.17000,0.32000,1.49000,1865115.00000
92,Gregg,092-902,Kilgore Independent School District,1417544986.00000,1202749898.00000,1202749898.00000,1.26000,1.31000,1.04000,0.26920,1.30920,15746402.00000
201,Rusk,092-902,Kilgore Independent School District,613800120.00000,420699202.00000,420699202.00000,1.26000,1.31000,1.04000,0.26920,1.30920,5507794.00000
92,Gregg,092-903,Longview Independent School District,4583073441.00000,4014661068.00000,4014661068.00000,1.51740,1.51300,1.04000,0.47300,1.51300,60741822.00000
92,Gregg,092-904,Pine Tree Independent School District,1890933105.00000,1523205373.00000,1523205373.00000,1.54340,1.56410,1.17000,0.38500,1.55500,23685844.00000
92,Gregg,092-906,Sabine Independent School District,559060994.00000,439569881.00000,439569881.00000,1.30600,1.04010,1.04000,0.23300,1.27300,5595725.00000
92,Gregg,092-907,Spring Hill Independent School District,592417378.00000,464390807.00000,464390807.00000,1.61330,1.67000,1.17000,0.50000,1.67000,7755326.00000
92,Gregg,092-908,White Oak Independent School District,465500929.00000,364340780.00000,364340780.00000,1.15000,1.17000,1.17000,0.07600,1.24600,4539686.00000
93,Grimes,093-901,Anderson-Shiro Consolidated Independent School District,1157914969.00000,506725078.00000,506725078.00000,1.39477,1.47023,1.04000,0.43000,1.47000,7448859.00000
93,Grimes,093-903,Iola Independent School District,536808524.00000,300204668.00000,300204668.00000,1.16510,1.29543,1.04000,0.25660,1.29660,3892454.00000
21,Brazos,093-904,Navasota Independent School District,291086386.00000,133545730.00000,133545730.00000,1.19446,1.17994,1.04000,0.13994,1.17994,1575759.00000
93,Grimes,093-904,Navasota Independent School District,2383151720.00000,1510043346.00000,1510043346.00000,1.19446,1.17994,1.04000,0.13994,1.17994,17817605.00000
93,Grimes,093-905,Richards Independent School District,173766089.00000,71834684.00000,71834684.00000,1.03884,1.04010,1.04000,0.00000,1.04000,747081.00000
170,Montgomery,093-905,Richards Independent School District,73312313.00000,29384779.00000,29384779.00000,1.03884,1.04010,1.04000,0.00000,1.04000,305602.00000
236,Walker,093-905,Richards Independent School District,86670427.00000,33690124.00000,33690124.00000,1.03884,1.04010,1.04000,0.00000,1.04000,350377.00000
94,Guadalupe,094-901,Seguin Independent School District,4293704637.00000,2833488601.00000,2913488601.00000,1.27220,1.35580,1.04000,0.27500,1.31500,37480375.00000
15,Bexar,094-902,Schertz-Cibolo-Universal City Independent School District,485380654.00000,367319580.00000,367319580.00000,1.46750,1.49050,1.04000,0.45000,1.49000,5473062.00000
94,Guadalupe,094-902,Schertz-Cibolo-Universal City Independent School District,4707550361.00000,3963659715.00000,3963659715.00000,1.46750,1.49050,1.04000,0.45000,1.49000,59058530.00000
94,Guadalupe,094-903,Navarro Independent School District,962006650.00000,637895890.00000,637895890.00000,1.40090,1.42100,1.14000,0.25000,1.39000,8866753.00000
94,Guadalupe,094-904,Marion Independent School District,984571813.00000,626167689.00000,626167689.00000,1.19530,1.04000,1.17000,0.11000,1.28000,8014946.00000
95,Hale,095-901,Abernathy Independent School District,615629032.00000,526376073.00000,526376073.00000,1.39830,1.47170,1.17000,0.33000,1.50000,7895641.00000
152,Lubbock,095-901,Abernathy Independent School District,97942373.00000,85212571.00000,85212571.00000,1.39830,1.47170,1.17000,0.33000,1.50000,1278189.00000
95,Hale,095-902,Cotton Center Independent School District,94871746.00000,50414117.00000,50414117.00000,1.36860,1.17000,1.17000,0.00000,1.17000,589845.00000
95,Hale,095-903,Hale Center Independent School District,162714874.00000,101299435.00000,101299435.00000,1.45450,1.35660,1.04000,0.29660,1.33660,1353968.00000
54,Crosby,095-904,Petersburg Independent School District,2828106.00000,1171321.00000,1171321.00000,1.43660,1.17000,1.17000,0.00000,1.17000,13704.00000
77,Floyd,095-904,Petersburg Independent School District,14252330.00000,7132333.00000,7132333.00000,1.43660,1.17000,1.17000,0.00000,1.17000,83448.00000
95,Hale,095-904,Petersburg Independent School District,101226259.00000,60862411.00000,60862411.00000,1.43660,1.17000,1.17000,0.00000,1.17000,712090.00000
77,Floyd,095-905,Plainview Independent School District,6274700.00000,3355690.00000,3355690.00000,1.09170,1.04010,1.04000,0.00000,1.04000,34899.00000
95,Hale,095-905,Plainview Independent School District,1443308105.00000,1138457232.00000,1183202422.00000,1.09170,1.04010,1.04000,0.00000,1.04000,11839955.00000
38,Childress,096-904,Memphis Independent School District,22703279.00000,4386275.00000,4386275.00000,1.01663,1.04010,1.04000,0.00000,1.04000,45617.00000
44,Collingsworth,096-904,Memphis Independent School District,11472780.00000,3633620.00000,3633620.00000,1.01663,1.04010,1.04000,0.00000,1.04000,37790.00000
65,Donley,096-904,Memphis Independent School District,1989695.00000,93028.00000,93028.00000,1.01663,1.04010,1.04000,0.00000,1.04000,967.00000
96,Hall,096-904,Memphis Independent School District,430468110.00000,135463588.00000,135463588.00000,1.01663,1.04010,1.04000,0.00000,1.04000,1408821.00000
23,Briscoe,096-905,Turkey-Quitaque Independent School District,58483230.00000,29126634.00000,29126634.00000,0.97085,1.19607,1.01000,0.18500,1.19500,348063.00000
77,Floyd,096-905,Turkey-Quitaque Independent School District,3750820.00000,1524545.00000,1524545.00000,0.97085,1.19607,1.01000,0.18500,1.19500,18218.00000
96,Hall,096-905,Turkey-Quitaque Independent School District,212958090.00000,53938915.00000,53938915.00000,0.97085,1.19607,1.01000,0.18500,1.19500,644570.00000
173,Motley,096-905,Turkey-Quitaque Independent School District,2826860.00000,589660.00000,589660.00000,0.97085,1.19607,1.01000,0.18500,1.19500,7046.00000
47,Comanche,097-902,Hamilton Independent School District,69506969.00000,9207379.00000,9207379.00000,1.08190,1.04000,1.04000,0.14000,1.18000,108647.00000
97,Hamilton,097-902,Hamilton Independent School District,1021554114.00000,283018966.00000,283018966.00000,1.08190,1.04000,1.04000,0.14000,1.18000,3339624.00000
167,Mills,097-902,Hamilton Independent School District,13696900.00000,1292596.00000,1292596.00000,1.08190,1.04000,1.04000,0.14000,1.18000,15253.00000
18,Bosque,097-903,Hico Independent School District,21557125.00000,8343012.00000,8343012.00000,1.48000,1.36000,1.17000,0.19000,1.36000,113465.00000
47,Comanche,097-903,Hico Independent School District,11654390.00000,1523665.00000,1523665.00000,1.48000,1.36000,1.17000,0.19000,1.36000,20722.00000
72,Erath,097-903,Hico Independent School District,149733710.00000,48169312.00000,48169312.00000,1.48000,1.36000,1.17000,0.19000,1.36000,655103.00000
97,Hamilton,097-903,Hico Independent School District,317707205.00000,111104843.00000,111104843.00000,1.48000,1.36000,1.17000,0.19000,1.36000,1511026.00000
98,Hansford,098-901,Gruver Independent School District,645610797.00000,330181344.00000,421134344.00000,1.09721,1.14295,1.04000,0.08000,1.12000,3770793.00000
211,Sherman,098-901,Gruver Independent School District,48210570.00000,31988325.00000,31988325.00000,1.09721,1.14295,1.04000,0.08000,1.12000,358269.00000
98,Hansford,098-903,Pringle-Morse Consolidated Independent School District,69051054.00000,25094153.00000,25094153.00000,1.32000,1.15955,1.04000,0.10000,1.14000,286073.00000
117,Hutchinson,098-903,Pringle-Morse Consolidated Independent School District,257807500.00000,130679296.00000,144536296.00000,1.32000,1.15955,1.04000,0.10000,1.14000,1503601.00000
211,Sherman,098-903,Pringle-Morse Consolidated Independent School District,37467790.00000,25319290.00000,25319290.00000,1.32000,1.15955,1.04000,0.10000,1.14000,288640.00000
98,Hansford,098-904,Spearman Independent School District,450932970.00000,244556708.00000,244556708.00000,1.15426,1.23818,1.04000,0.19800,1.23800,3027612.00000
117,Hutchinson,098-904,Spearman Independent School District,46688360.00000,21795622.00000,21795622.00000,1.15426,1.23818,1.04000,0.19800,1.23800,269830.00000
179,Ochiltree,098-904,Spearman Independent School District,257520795.00000,210748504.00000,210748504.00000,1.15426,1.23818,1.04000,0.19800,1.23800,2609066.00000
99,Hardeman,099-902,Chillicothe Independent School District,151454550.00000,91311287.00000,91311287.00000,1.06663,1.04000,1.04000,0.00000,1.04000,949637.00000
244,Wilbarger,099-902,Chillicothe Independent School District,200667940.00000,140684705.00000,140684705.00000,1.06663,1.04000,1.04000,0.00000,1.04000,1463121.00000
51,Cottle,099-903,Quanah Independent School District,6514080.00000,2690430.00000,2690430.00000,0.85692,1.04000,1.04000,0.00000,1.04000,27980.00000
99,Hardeman,099-903,Quanah Independent School District,579762800.00000,332067689.00000,332067689.00000,0.85692,1.04000,1.04000,0.00000,1.04000,3453504.00000
100,Hardin,100-903,Kountze Independent School District,584241450.00000,387389134.00000,387389134.00000,1.23484,1.26160,1.04000,0.18000,1.22000,4726147.00000
100,Hardin,100-904,Silsbee Independent School District,988842430.00000,775956359.00000,775956359.00000,1.28132,1.62033,1.17000,0.35000,1.52000,11794537.00000
100,Hardin,100-905,Hardin-Jefferson Independent School District,514732110.00000,368589921.00000,368589921.00000,1.31600,1.32000,1.04000,0.28000,1.32000,4865387.00000
123,Jefferson,100-905,Hardin-Jefferson Independent School District,597698833.00000,438834070.00000,438834070.00000,1.31600,1.32000,1.04000,0.28000,1.32000,5792610.00000
100,Hardin,100-907,Lumberton Independent School District,1231808470.00000,1037607713.00000,1037607713.00000,1.12070,1.20985,1.04000,0.12000,1.16000,12036249.00000
100,Hardin,100-908,West Hardin Consolidated Independent School District,341766950.00000,215368052.00000,215368052.00000,1.11830,1.17003,1.04000,0.13000,1.17000,2519806.00000
101,Harris,101-902,Aldine Independent School District,20148107351.00000,17179763070.00000,17179763070.00000,1.23846,1.31623,1.13339,0.15250,1.28589,220912512.00000
101,Harris,101-903,Alief Independent School District,13665688124.00000,12770012525.00000,12770012525.00000,1.19525,1.29144,1.12500,0.15500,1.28000,163456160.00000
101,Harris,101-905,Channelview Independent School District,2981091537.00000,2729303348.00000,2729303348.00000,1.49750,1.44800,1.04000,0.40700,1.44700,39493019.00000
101,Harris,101-906,Crosby Independent School District,1895288452.00000,1532029814.00000,1532029814.00000,1.35170,1.67000,1.17000,0.50000,1.67000,25584898.00000
101,Harris,101-907,Cypress-Fairbanks Independent School District,50793841099.00000,40068960987.00000,40068960987.00000,1.39138,1.45069,1.04000,0.40000,1.44000,576993038.00000
101,Harris,101-908,Deer Park Independent School District,9714227711.00000,7706384626.00000,7706384626.00000,1.60437,1.55670,1.23670,0.32000,1.55670,119965289.00000
101,Harris,101-910,Galena Park Independent School District,8162325532.00000,7462745537.00000,7462745537.00000,1.52260,1.51370,1.24330,0.27010,1.51340,112941191.00000
36,Chambers,101-911,Goose Creek Consolidated  Independent School District,2978388044.00000,2708293192.00000,2708293192.00000,1.43205,1.43200,1.04000,0.39189,1.43189,38779779.00000
101,Harris,101-911,Goose Creek Consolidated  Independent School District,7616186409.00000,6669046157.00000,6669046157.00000,1.43205,1.43200,1.04000,0.39189,1.43189,95493405.00000
101,Harris,101-912,Houston Independent School District,160419651466.00000,136202974858.00000,136202974858.00000,1.11810,1.24960,1.02670,0.17000,1.19670,1629941000.00000
